full_text,education_level,source_dataset,domain,orig_split,orig_idx,topic,variation,condition,requested_level,llm_judge_label
"Imagine you really want a lemonade stand in front of your house, and you want to ask your friend to help you make lemonade. You both agree to share the profits and the work. This is almost like a contract. A contract is an agreement between two or more people. For a contract to be fair, both people must agree on what they want. They must say the same thing and mean the same thing. This is called ""meeting of the minds."" When both people agree and shake hands, the contract is made. It's like shaking hands to say, ""Yes, we agree!"" The handshake helps make it official, so if one person breaks their promise, the other can remind them of the agreement.",middle,synthetic_adversarial,domain_shift_legal,ood_adversarial,100,how a contract is formed under common law,0,domain_shift_legal,elementary,middle
"Imagine you're starting a lemonade stand in front of your house, and you want to sell lemonade to the neighbors. Your friend, who lives across the street, wants to be in charge of making the lemonade for you. To make this arrangement work, you and your friend need to agree on some rules. This is called a contract. In common law, a contract is formed when two people agree on something and both parties understand what they're getting into. This means you and your friend would both need to agree on how much lemonade to make, how much it will cost, and who will get the money. Both of you would need to agree to these terms and be able to act on them.",middle,synthetic_adversarial,domain_shift_legal,ood_adversarial,101,how a contract is formed under common law,1,domain_shift_legal,middle,middle
"Imagine being locked up in jail, but you haven't been proven guilty of a crime. Sounds unfair, right? That's where the principle of habeas corpus comes in. This Latin phrase, which means ""you have the body,"" is a fundamental right in the US legal system. It requires the government to show that a person is being held lawfully. If authorities have no valid reason for keeping someone in custody, a court must release them. Habeas corpus ensures that the government can't detain someone indefinitely without due process. It's a safeguard against abuse of power and protects individual rights, guaranteeing that everyone is treated fairly under the law. This vital principle dates back to the Magna Carta and is now a cornerstone of American justice.",middle,synthetic_adversarial,domain_shift_legal,ood_adversarial,102,the principle of habeas corpus,0,domain_shift_legal,high,middle
"Imagine you're playing with your friends, and one of them says, ""You have to stay in time-out until I say you can come out!"" But, is that fair? The principle of habeas corpus is like asking, ""Why am I being kept in time-out?"" It's a question that says, ""Am I being treated unfairly?"" In the United States, this principle is very important. It helps make sure people in jail or being kept somewhere can say, ""I don't think this is fair!"" and get to see a judge. The judge will then decide if they're being treated unfairly. It's like getting a second chance to make sure you're being treated fairly.",middle,synthetic_adversarial,domain_shift_legal,ood_adversarial,103,the principle of habeas corpus,1,domain_shift_legal,elementary,middle
"Imagine you're at the school playground, and you accidentally trip over a loose piece of rope left on the ground. You fall and hurt your knee. Who's to blame? Not the person who tripped you, but maybe the school. If the school knew about the rope and didn't fix it, they could be considered negligent. Negligence is when someone fails to do something to prevent a harm or injury. If the school was careless and didn't remove the rope, they might be liable for your injury. Liability means being responsible for something. In a tort lawsuit, the school would argue they didn't know about the rope, or that they did their best to fix it.",middle,synthetic_adversarial,domain_shift_legal,ood_adversarial,104,tort liability for negligence,0,domain_shift_legal,middle,middle
"Imagine you're at a music festival, and you slip on a spilled drink while walking through a crowded area. The person who spilled the drink might have been careless and neglected to clean up after themselves. This could be considered negligence, a type of tort that holds people accountable for causing harm to others due to their carelessness. If the person who spilled the drink didn't clean up after themselves and you ended up getting hurt, you could potentially sue them for damages. In this case, the person who spilled the drink would be liable for your injuries because they failed to exercise reasonable care to prevent the harm.",middle,synthetic_adversarial,domain_shift_legal,ood_adversarial,105,tort liability for negligence,1,domain_shift_legal,high,middle
"Imagine you're playing a game with your friends. You all have a rule that says you have to share the toys equally. One day, you make a decision about what that means - for example, it means you take turns choosing which toy to play with next. Next week, a new friend joins the game. You might ask, ""Wait, what does sharing equally mean for them?"" But instead of making a new rule, you say, ""We already decided that sharing equally means taking turns. We're going to follow that rule we made before."" That's kind of like the doctrine of stare decisis. It means that courts look at what they decided before and use that to help decide what to do in a similar case.",middle,synthetic_adversarial,domain_shift_legal,ood_adversarial,106,the doctrine of stare decisis,0,domain_shift_legal,elementary,middle
"Imagine you're playing a game of soccer with your friends. Each team has its own rules, but sometimes you might wonder, ""Why can't we make up new rules right now?"" The answer is that having consistent rules is important in soccer, just like in any other game. In the legal system, there's a principle called stare decisis, which means ""let the decision stand."" This means that judges look at previous court decisions to help make new ones. If a similar case comes up, they use the same rules that were decided in a previous case to make a fair and consistent decision. This helps keep the law fair and predictable, so people know what to expect.",middle,synthetic_adversarial,domain_shift_legal,ood_adversarial,107,the doctrine of stare decisis,1,domain_shift_legal,middle,middle
"Imagine you're a law student, and you've written a case brief that you think should change the way a law is interpreted. You submit it to the Supreme Court, but they reject it. This doesn't necessarily mean your argument is wrong, it just means the justices didn't agree with you. In the US, the Supreme Court has the power to review lower court decisions and even challenge laws passed by Congress. This is called judicial review. It's a powerful tool that ensures the Constitution is upheld and the government doesn't overstep its bounds. With judicial review, the Supreme Court acts as a check on power, ensuring that no branch of government becomes too dominant.",high,synthetic_adversarial,domain_shift_legal,ood_adversarial,108,judicial review by the Supreme Court,0,domain_shift_legal,high,high
"Imagine you're playing a game with your friends. You all have different rules, and sometimes you disagree on what the rules mean. In a country, we have laws, and sometimes the government makes decisions that not everyone agrees with. That's when the Supreme Court comes in. The Supreme Court is like the referee of the country. It makes sure the government is following the rules (the Constitution). When someone thinks the government made a mistake, they can ask the Supreme Court to review it. The Supreme Court looks at the case, and if they think the government was wrong, they can say so and make a new rule. This helps keep our country fair and safe.",middle,synthetic_adversarial,domain_shift_legal,ood_adversarial,109,judicial review by the Supreme Court,1,domain_shift_legal,elementary,middle
"Imagine your body is like a city, and its defense system is like a police department. The police department is made up of many officers, each with a special job, like a detective who solves mysteries or a patrol officer who keeps the streets safe. When a new threat, like a germ, enters the city, the police department springs into action. The first line of defense is the skin, like the city's outer walls, but sometimes germs can get past that and enter the body. That's when the immune system, the police department, kicks in, using cells called T-cells and B-cells to identify and fight off the germ. Vaccines help train the police department by introducing a weakened or fake version of the germ, allowing the officers to practice and prepare for when a real germ comes along.",middle,synthetic_adversarial,domain_shift_medical,ood_adversarial,110,how vaccines train the immune system,0,domain_shift_medical,middle,middle
"Imagine your body's immune system as a skilled army of soldiers, each one equipped with a specific skillset to defend against invading enemies. When you get vaccinated, it's like sending your soldiers to boot camp, where they receive training and practice fighting a simulated battle. The vaccine contains a harmless piece of the germ or virus it's designed to protect against, which your immune cells recognize as an intruder. Your immune system then mounts a response, producing antibodies to fight the fake enemy, much like soldiers would train to take on a mock enemy. This training prepares your immune cells to recognize and attack the real enemy if it ever invades, keeping you safe from infection.",middle,synthetic_adversarial,domain_shift_medical,ood_adversarial,111,how vaccines train the immune system,1,domain_shift_medical,high,middle
"Imagine you're on a pirate ship, sailing through a sea of germs. Our bodies are like the ship, and the germs are like the sneaky pirates trying to make us sick. Antibiotics are like special medicines that help our body's defenses, the sailors, fight off the bad pirates. But sometimes, the pirates develop a clever trick to defeat the sailors, called antibiotic resistance. When this happens, the sailors can't stop the pirates from taking over the ship. The pirates become super strong and hard to defeat, and we need new, stronger sailors (medicines) to save the day. We must be careful and only use antibiotics when we really need them, or we'll let the pirates get too strong.",middle,synthetic_adversarial,domain_shift_medical,ood_adversarial,112,the mechanism of antibiotic resistance,0,domain_shift_medical,elementary,middle
"Imagine you're on a mission to defeat a bacterial enemy that's making you sick. Antibiotics are like superheroes that save the day by killing the bad guys (bacteria). But over time, some of these enemies start to develop superpowers called antibiotic resistance. This means they can survive even when the antibiotic is used. It happens when the bacteria change their own genes, kind of like evolving from a caterpillar into a butterfly. These resistant bacteria can then multiply and spread, making it harder to get rid of the infection. That's why doctors often have to use stronger antibiotics or new ones to fight the resistant bacteria.",middle,synthetic_adversarial,domain_shift_medical,ood_adversarial,113,the mechanism of antibiotic resistance,1,domain_shift_medical,middle,middle
"Imagine your body as a car, and your kidneys as the advanced air filters that keep it running smoothly. Just like how a car's air filter removes dust and pollutants from the air that enters the engine, your kidneys filter waste and excess fluids from the blood that circulates through your body. Every minute, your kidneys filter over 1.2 liters of blood, removing excess water, salt, and other impurities. They also help regulate blood pressure and maintain the balance of electrolytes, which are crucial for proper muscle and nerve function. Without your kidneys, your body would quickly become overwhelmed by toxins, making it hard to function. So, let's give a shout-out to these unsung heroes that keep you running efficiently!",middle,synthetic_adversarial,domain_shift_medical,ood_adversarial,114,how the kidneys filter blood,0,domain_shift_medical,high,middle
"Imagine your body is like a car, and blood is the gasoline that keeps it running. The kidneys are like the car's filter, making sure the gasoline (blood) is clean and ready for use. They remove the ""dirt"" or waste from the blood, like yucky particles and bad stuff. The kidneys filter the blood through tiny tubes called nephrons, which are like tiny strainers. The clean blood is then sent back to the rest of your body, and the waste is sent to the toilet. The kidneys work hard to keep you healthy, so you can run, play, and have fun! They filter your blood about 200 times a day.",elementary,synthetic_adversarial,domain_shift_medical,ood_adversarial,115,how the kidneys filter blood,1,domain_shift_medical,elementary,elementary
"Imagine your body is like a car, and glucose is the gasoline it runs on. Insulin is like the key that unlocks the gas tank and allows the car to use the fuel efficiently. When you eat, your body breaks down the food you eat into glucose, a type of sugar, which enters your bloodstream. This makes the level of glucose in your blood rise. That's when insulin comes in – a hormone produced by the pancreas that helps cells absorb glucose from the blood, allowing it to be used for energy, growth, and repair. With insulin, your cells can run smoothly, and you can have plenty of energy to play, learn, and have fun.",middle,synthetic_adversarial,domain_shift_medical,ood_adversarial,116,the role of insulin in metabolism,0,domain_shift_medical,middle,middle
"Imagine your body as a car, and glucose as the gasoline that powers it. Just as a car needs fuel to run, your body needs glucose to function. Insulin, a hormone produced by the pancreas, acts as the key that unlocks your cells to let glucose in. When you eat, your body breaks down carbohydrates into glucose, which enters your bloodstream. Insulin signals your cells to open up and absorb the glucose, using it for energy or storing it for later. Without enough insulin, your cells can't access glucose, leading to high blood sugar levels. This is a hallmark of diabetes, a condition that affects millions of people worldwide. Understanding insulin's role in glucose regulation is crucial for managing this disease.",middle,synthetic_adversarial,domain_shift_medical,ood_adversarial,117,the role of insulin in metabolism,1,domain_shift_medical,high,middle
"Imagine you're a superhero with a special suit that can see inside your body! But instead of X-ray vision, you have a special machine called an MRI (Magnetic Resonance Imaging) machine. This machine uses powerful magnets and radio waves to take pictures of the inside of your body. When you lie down on the table inside the machine, the magnets and radio waves start working together to make the water molecules in your body move. This movement creates a signal that the machine picks up and uses to create a picture of your body. It's like taking a picture of the inside of your body, but instead of a camera, you're using magnets and waves!",middle,synthetic_adversarial,domain_shift_medical,ood_adversarial,118,how an MRI image is acquired,0,domain_shift_medical,elementary,middle
"Imagine being able to see inside your body without surgery. A Magnetic Resonance Imaging (MRI) scan does just that. It creates detailed pictures of the inside of your body using strong magnets and radio waves. The process starts when you lie inside a large, doughnut-shaped machine. The machine is called a magnet. It sends a magnetic field through your body, which aligns the hydrogen atoms inside your body. These atoms then send signals to a computer. The computer turns these signals into pictures. The pictures show different parts of your body, like your bones, muscles, and organs. This helps doctors diagnose and treat medical problems. It's like having a special X-ray vision!",middle,synthetic_adversarial,domain_shift_medical,ood_adversarial,119,how an MRI image is acquired,1,domain_shift_medical,middle,middle
"Imagine you had $1,000 in a savings account that earns a 5% annual interest rate. At the end of the first year, you'd have $1,050. The next year, the interest isn't just 5% of the original $1,000, but 5% of the new balance of $1,050. This means you'd earn interest on both the initial $1,000 and the interest already earned. This is called compound interest. As the years go by, your earnings will grow exponentially. For example, after 10 years, you'd have around $1,628.63. This is how compound interest can help your savings grow over time, making it a powerful tool for achieving long-term financial goals.",middle,synthetic_adversarial,domain_shift_financial,ood_adversarial,120,how compound interest accumulates,0,domain_shift_financial,high,middle
"Imagine you had $100 in a savings account that earned 5% interest each year. That means you would earn $5 in interest, and now you'd have a total of $105. The next year, you'd earn 5% of $105, which is $5.25. Your total now is $110.25. This is called compound interest, because the interest you earned the first year helped you earn more interest the next year. It's like a snowball rolling down a hill, getting bigger and bigger as it goes. If you leave your money in the account, it will keep growing and growing. The more time it has to grow, the bigger it will get!",middle,synthetic_adversarial,domain_shift_financial,ood_adversarial,121,how compound interest accumulates,1,domain_shift_financial,elementary,middle
"Imagine you're starting a lemonade stand. You invested $100 to make lemonade and sell it for $2 per cup. You sell 50 cups, earning $100 profit. A friend offers to buy your stand for $200. Is it a good deal? To decide, let's use something called discounted cash flow valuation. We look at the money you'll make in the future. Since you'll sell 50 cups at $2 each, you'll earn another $100 next week. Using a formula, we discount that money to its worth today, which is around $90. Adding the $100 profit from the first week, your lemonade stand is worth about $190. It's a good deal, and you should sell it for $200.",middle,synthetic_adversarial,domain_shift_financial,ood_adversarial,122,a discounted cash flow valuation,0,domain_shift_financial,middle,middle
"Imagine you're considering investing in a new tech startup. A discounted cash flow valuation helps you decide if it's a smart move. This method looks at the company's future cash flows and estimates their present value. It's like calculating how much money you'll have in the future and then figuring out how much it's worth today. Let's say the startup expects to make $10,000 in cash each year for five years, but you think it's going to grow faster. You'd use a calculator to calculate the present value of those future cash flows, taking into account the growth rate and a discount rate. This gives you an idea of the startup's true worth, helping you make an informed investment decision.",high,synthetic_adversarial,domain_shift_financial,ood_adversarial,123,a discounted cash flow valuation,1,domain_shift_financial,high,high
"Imagine you own a lemonade stand. You want to grow your business and sell more lemonade. But you need more cups, sugar, and lemons. Do you have enough money to buy them? One way to get the money is by asking friends to lend you some. You promise to pay them back, with a little extra, like a thank-you. This is like buying a bond. They lend you money, and you promise to pay it back.

Another way is to ask friends to join your lemonade stand. They help make lemonade and sell it together. If your stand does well, they get a share of the money you make. This is like buying a stock. They become part owners of your lemonade stand and hope it makes more money.",middle,synthetic_adversarial,domain_shift_financial,ood_adversarial,124,the difference between stocks and bonds,0,domain_shift_financial,elementary,middle
"Imagine you're starting a lemonade stand. You need money to make more lemonade and sell it to customers. Two ways to get this money are by selling stocks and bonds.

Selling stocks is like sharing ownership of your lemonade stand with others. When you sell a stock, you're giving someone a tiny part of your business in exchange for cash. If your lemonade stand grows and makes more money, they'll get a piece of it. But if it fails, you might lose some of your business. Selling bonds is like borrowing money from someone, promising to pay them back with a little extra. You get the money to grow your lemonade stand, but you have to promise to pay back the full amount plus some extra, usually with interest.",middle,synthetic_adversarial,domain_shift_financial,ood_adversarial,125,the difference between stocks and bonds,1,domain_shift_financial,middle,middle
"Imagine you're at the mall, and you're thinking about buying a new smartphone. The price tag says $800, but you don't have the cash. You need to borrow money from your parents or a bank. The interest rate is like a fee for using their money. In the US, the central bank, the Federal Reserve, sets this interest rate. They decide how much it costs to borrow money. If they lower the interest rate, it's like a discount on the price tag - borrowing becomes cheaper. People and businesses are more likely to buy, invest, and create jobs. Conversely, when interest rates are high, borrowing gets expensive, and people might spend less. The Federal Reserve carefully balances the economy by adjusting interest rates to encourage growth, stability, or savings.",middle,synthetic_adversarial,domain_shift_financial,ood_adversarial,126,how a central bank sets interest rates,0,domain_shift_financial,high,middle
"Imagine you're at a lemonade stand on a hot summer day. You have two options to lend money to your friend who wants to buy more lemons and sugar to make lemonade. Option 1: you lend the money for a short time, and your friend promises to pay you back right away. Option 2: you lend the money for a long time, but your friend promises to pay you back with a little extra money on top. Which option would you choose? The central bank is like a big, wise friend who helps control how fast people borrow and lend money. It sets the interest rate, which is like the extra money you'd get back. When the rate is low, it's like lending money for a short time - people borrow and spend, and the economy grows. When the rate is high, it's like lending for a long time - people think twice, and borrow less.",middle,synthetic_adversarial,domain_shift_financial,ood_adversarial,127,how a central bank sets interest rates,1,domain_shift_financial,elementary,middle
"Imagine you're at a lemonade stand on a hot summer day. You have two options: you can either sell lemonade for $1 a cup or make a deal with a friend to buy a cup of lemonade from them for 50 cents and sell it for $1.50. The difference between the price you paid and the price you sold it for is the profit. In finance, this idea is called an option. An option is like a special ticket that gives you the right, but not the obligation, to buy or sell something at a certain price. Think of it like a bet on the price of something. If the price goes up, you can exercise your option and make a profit.",middle,synthetic_adversarial,domain_shift_financial,ood_adversarial,128,the concept of options pricing,0,domain_shift_financial,middle,middle
"Imagine you're at a music store, and you see a new guitar that you really want to buy, but the price is too high. You could pay the full price of $1,000 upfront, or you could talk to the store owner about a payment plan. The store owner might offer you an option to buy the guitar for $900, but only if you decide to buy it within the next few weeks. If you don't buy it, you lose the $900. This is similar to a call option in finance. An option gives you the right, but not the obligation, to buy or sell an asset (like the guitar) at a set price. Options can be complex, but they provide a way to manage risk and potentially earn profits in the financial market.",middle,synthetic_adversarial,domain_shift_financial,ood_adversarial,129,the concept of options pricing,1,domain_shift_financial,high,middle
"Imagine you're at a music concert, and you want to hear your favorite song from the singer in the back of the room. But it's very quiet, and you can barely hear the singer. That's like when a weak signal, like a tiny sound, needs to be made stronger. That's where a transistor comes in. A transistor is like a superpower helper for sounds. It takes the weak signal and makes it stronger, so more people can hear it. It's like a special kind of amplifier. The transistor works by controlling the flow of tiny particles called electrons. These electrons help make the signal stronger, and voila! The music gets louder, and everyone can enjoy it.",middle,synthetic_adversarial,domain_shift_engineering,ood_adversarial,130,how a transistor amplifies a signal,0,domain_shift_engineering,elementary,middle
"Imagine you're at a music concert, and you're sitting far away from the stage. The sound from the guitar is too quiet to hear. But, if you use a microphone and a special device called an amplifier, the sound gets louder and more powerful. This is similar to what happens inside a transistor. A transistor acts like a super-strong ""listener"" that picks up a weak electrical signal and makes it stronger. It's like taking a small whisper and turning it into a loud shout. The transistor uses two special materials, called semiconductors, to control the flow of electricity. These materials help the transistor decide how much of the signal to let through, making the output sound stronger and clearer.",middle,synthetic_adversarial,domain_shift_engineering,ood_adversarial,131,how a transistor amplifies a signal,1,domain_shift_engineering,middle,middle
"Imagine you're driving over a long, straight highway on a hot summer day. As the asphalt warms up, it expands, and the bridge beneath you expands too. If the bridge didn't have any way to move, it would crack or even collapse under the stress. That's where expansion joints come in. These joints are special gaps between sections of the bridge that allow it to move up and down and side to side as it expands and contracts with temperature changes. They're like flexible connectors that absorb the movement, keeping the bridge stable and safe for drivers like you. Without them, bridges would be much more prone to damage and wouldn't last as long.",middle,synthetic_adversarial,domain_shift_engineering,ood_adversarial,132,why bridges have expansion joints,0,domain_shift_engineering,high,middle
"Imagine you're walking over a long, old bridge on a hot summer day. You might have noticed that the bridge looks a little bit bumpy or wavy. That's because the bridge is made to move a tiny bit. This happens when the bridge gets hot or cold. When it's hot, the metal in the bridge expands, or gets bigger. When it's cold, it gets a little smaller. If the bridge didn't have a way to move, it could crack or break. So, engineers put special gaps in the bridge, called expansion joints. These joints help the bridge move a bit without breaking. They're like special stretchy knees that help the bridge stay strong and safe for everyone to cross.",middle,synthetic_adversarial,domain_shift_engineering,ood_adversarial,133,why bridges have expansion joints,1,domain_shift_engineering,elementary,middle
"Imagine you're on a boat in the middle of a cold lake, and you want to warm up after a swim. The engine of the boat is producing heat, but you can't use it directly to warm you up because it's in the engine room, which is separate from where you're sitting. That's where a heat exchanger comes in - it helps transfer the heat from the engine to the water, and then the warm water can heat up the air or your body. A heat exchanger is essentially a pipe that has a special fluid flowing through it, allowing it to pick up heat from one place and transfer it to another. It's used in many places, like cars, air conditioners, and even some medical equipment.",middle,synthetic_adversarial,domain_shift_engineering,ood_adversarial,134,how a heat exchanger works,0,domain_shift_engineering,middle,middle
"Imagine you're on a cold winter day, sipping hot chocolate from a thermos. The warm liquid inside the thermos stays hot, even when it's left outside in freezing temperatures. This is due to a heat exchanger, a device that efficiently transfers heat from one fluid to another. In the case of the thermos, the heat exchanger is the double-walled insulation that keeps the liquid inside warm. Heat exchangers work by bringing two fluids with different temperatures into close contact with each other, allowing heat to move from the warmer fluid to the cooler one. This process is crucial in many industrial applications, such as power plants and refrigeration systems, where it helps to optimize energy usage and reduce waste.",high,synthetic_adversarial,domain_shift_engineering,ood_adversarial,135,how a heat exchanger works,1,domain_shift_engineering,high,high
"Imagine you're playing with a remote-control car. The car has a special system that helps it go straight and not crash into things. It's like a team of little helpers inside the car that work together. One of the helpers is like a watchful friend who always looks at where you want the car to go. Another helper adjusts the car's speed to get it closer to the right path. And another helper checks how close the car is to the path and makes sure it doesn't get too far away. This team of helpers is like a special circle, called a ""loop,"" that keeps checking and adjusting to make the car go straight and have fun. This is similar to how engineers use ""PID"" systems to help machines and robots work better.",middle,synthetic_adversarial,domain_shift_engineering,ood_adversarial,136,PID control loops in feedback systems,0,domain_shift_engineering,elementary,middle
"Imagine you're on a boat, and you want to steer it to a dock on the other side of the lake. The boat's motor helps it move, but it can sometimes wobble or drift away from the target. To fix this, you need a system that can make adjustments to keep the boat on course. This is similar to a ""PID"" control loop, short for Proportional-Integral-Derivative.

The ""P"" part helps adjust the motor's speed based on how far the boat is from the target. The ""I"" part makes adjustments for how long the boat has been off course. The ""D"" part helps make adjustments for how fast the boat is moving away from the target. By combining these three parts, the system can make fine-tuned adjustments to keep the boat steady and on track. This technology is used in many real-life systems, like cruise control in cars and air conditioning in buildings.",middle,synthetic_adversarial,domain_shift_engineering,ood_adversarial,137,PID control loops in feedback systems,1,domain_shift_engineering,middle,middle
"Imagine you're at a music festival, surrounded by the thumping bass of the DJ's speakers. But what if you could take that thumping bass and make it sound like a soaring guitar solo? That's basically what digital signal processing does – it takes sound waves, or any type of signal, and manipulates them to change their shape and characteristics. This is done using algorithms, or step-by-step instructions, that run on computers. By adjusting these algorithms, engineers can boost, cut, or even completely change the frequency, amplitude, and other qualities of a signal. It's like having a magic wand that can transform any sound into something entirely new, and it's a crucial tool in music production, audio engineering, and beyond.",middle,synthetic_adversarial,domain_shift_engineering,ood_adversarial,138,the basics of digital signal processing,0,domain_shift_engineering,high,middle
"Imagine you're at a music concert, and you love the sound of your favorite song. But sometimes, the music can sound loud and fuzzy. That's because of something called noise. Noise is like extra sounds that aren't part of the music. To fix this, we use a special tool called a filter. A filter is like a magic button that helps get rid of the extra sounds and makes the music sound clear and nice. In computers, we can use filters to make pictures look better too. For example, if you take a picture of a tree, a filter can help make the tree look greener and more real. This is all thanks to something called digital signal processing. It's like a superpower that helps us make the world look and sound better.",middle,synthetic_adversarial,domain_shift_engineering,ood_adversarial,139,the basics of digital signal processing,1,domain_shift_engineering,elementary,middle
"Imagine you're at the beach, and you pour a glass of lemon juice into the ocean. The lemon juice is very acidic, and it might make the ocean's water taste sour for a little while. But then, after a while, the ocean's pH level returns to normal. That's because of something called a buffer solution. A buffer solution is like a pH stabilizer. It helps keep the pH level from changing too much, even when something acidic or basic is added. The main ingredients of a buffer solution, like baking soda and vinegar, react with each other to neutralize any changes in pH. This way, the ocean, or any solution, can resist sudden pH changes and stay stable.",middle,synthetic_adversarial,domain_shift_chemistry,ood_adversarial,140,how a buffer solution resists pH changes,0,domain_shift_chemistry,middle,middle
"Imagine you're at the beach, and a wave crashes against the shore, bringing in a massive amount of saltwater. The pH of the ocean remains relatively stable, despite the water mixing with the sand and rocks. This is due to a buffer solution, a combination of a weak acid and its conjugate base. In the ocean, the weak acid is carbonic acid (H2CO3) and its conjugate base is bicarbonate (HCO3-). When the pH of the ocean starts to rise, the bicarbonate ions react with water to form carbonic acid, neutralizing the increase. Similarly, when the pH drops, the carbonic acid decomposes into bicarbonate ions, stabilizing the pH. This buffer system helps maintain the ocean's pH, making it an ideal environment for marine life.",high,synthetic_adversarial,domain_shift_chemistry,ood_adversarial,141,how a buffer solution resists pH changes,1,domain_shift_chemistry,high,high
"Imagine you're a superhero with special powers that let you change the way molecules are connected. In the world of chemistry, we call this ""reactions."" There are two cool types of reactions: SN1 and SN2. SN1 is like a sneaky burglar who snatches a piece of something (called a ""bond"") and then escapes without anyone noticing. This happens when a molecule breaks into pieces quickly. SN2 is like a superhero who swings in, takes the bond, and then swings away with it, making a new connection. This happens when a molecule makes a quick swap with another one. Both SN1 and SN2 reactions are important and can help us understand how our world works.",middle,synthetic_adversarial,domain_shift_chemistry,ood_adversarial,142,the difference between SN1 and SN2 reactions,0,domain_shift_chemistry,elementary,middle
"Imagine you're a chemist, and you're trying to mix two chemicals together to create a new compound. But, did you know there are two sneaky ways this can happen? It's called SN1 and SN2 reactions. SN1 stands for ""unimolecular nucleophilic substitution."" That's a mouthful! It means one molecule attacks the other, but it's a bit of a slow dance. It takes place in two steps: first, the leaving group leaves, and then the new group joins. On the other hand, SN2 stands for ""bimolecular nucleophilic substitution."" It's like a quick, one-step punch. The new group and the leaving group trade places in a flash. This means the SN2 reaction happens faster, but it's also more picky about the conditions.",middle,synthetic_adversarial,domain_shift_chemistry,ood_adversarial,143,the difference between SN1 and SN2 reactions,1,domain_shift_chemistry,middle,middle
"Imagine you're trying to light a fire in a fireplace. It's cold and damp outside, and the firewood is wet. You can strike a match, but it takes a long time for the fire to catch and spread. Now imagine you add a matchstick that's been treated with a special substance. It ignites easily and the fire spreads quickly. This special substance is a catalyst, a chemical that helps reactions happen faster. In the case of the matchstick, the catalyst is a chemical that lowers the energy required for the wood to catch fire. Catalysts work by lowering the activation energy, making it easier for the reactants to convert into products and speeding up the reaction.",middle,synthetic_adversarial,domain_shift_chemistry,ood_adversarial,144,why catalysts speed up reactions,0,domain_shift_chemistry,high,middle
"Imagine you're making cookies with your favorite recipe. The recipe says to mix the dough for a long time to make it just right. But what if you had a special helper that could mix the dough really fast? That's kind of like what a catalyst does in a chemical reaction. A catalyst is a special substance that helps the reaction happen faster without being used up. It's like a super-speedy mix-master. It helps the molecules line up and react with each other, making the reaction go faster. But, unlike the mix-master, a catalyst doesn't get used up in the process and can be used again and again.",middle,synthetic_adversarial,domain_shift_chemistry,ood_adversarial,145,why catalysts speed up reactions,1,domain_shift_chemistry,elementary,middle
"Imagine you're at a music festival, and you want to know what kind of music each DJ is playing. You wouldn't be able to tell just by listening to the entire festival at once - it would be like trying to find a specific book in a huge library without a map. That's similar to what happens in a mixture of chemicals. Chromatography is a way to separate the different components of a mixture, just like how you would sort out different music genres. It uses a special tool, like a long, narrow tube, and a liquid or gas that carries the chemicals through the tube, kind of like a highway. As the chemicals travel, they get separated based on how fast they move, and scientists can identify what's in the mixture by analyzing the different parts.",middle,synthetic_adversarial,domain_shift_chemistry,ood_adversarial,146,how chromatography separates compounds,0,domain_shift_chemistry,middle,middle
"Imagine being a detective tasked with solving a mystery involving a crime scene where multiple suspects are present, but no one knows who did it. How do you figure out who's responsible? One powerful tool used by scientists is chromatography. Chromatography is a technique that separates a mixture of substances based on their interaction with a stationary phase and a mobile phase. Think of it like a giant, scientific elevator where different molecules are sent on a journey up a column. As each molecule interacts with the stationary phase, it slows down, allowing the others to pass it, effectively separating them. By analyzing the separated substances, scientists can identify the ""suspects"" – or in this case, the different compounds in a mixture – and uncover the secrets hidden within.",middle,synthetic_adversarial,domain_shift_chemistry,ood_adversarial,147,how chromatography separates compounds,1,domain_shift_chemistry,high,middle
"Imagine you're an astronaut flying to a new planet. As you get closer, you see a big, shimmering cloud of tiny particles called electrons. These electrons are like tiny dancers that jump around the center of the atom, which is like the planet's core.

The electrons dance in special paths called orbitals. Think of an orbital like a circle around the core, where the electrons spin around and around. But sometimes, the electrons get together and form teams, called hybrid orbitals. It's like the dancers get together in a new formation, with some standing up, some sitting down, and some spinning around each other. This helps the atoms make strong bonds with other atoms and form new things, like rocks, water, and even you!",middle,synthetic_adversarial,domain_shift_chemistry,ood_adversarial,148,electron orbitals and hybridization,0,domain_shift_chemistry,elementary,middle
"Imagine you're building a treehouse, and you need to design the supports for the roof. You can use three beams or four beams, depending on how sturdy you want it to be. Atoms behave similarly when they form bonds with other atoms. When atoms share or exchange electrons, they create different shapes. The shape of an atom's electron cloud is called an orbital. Some atoms have three electron beams (or orbitals), like a triangular shape, which is called a trigonal planar shape. Others have four, making a square or tetrahedral shape. This is called hybridization, where the atom mixes its orbitals to create a new, stronger shape. This helps atoms form bonds that are stable and strong.",middle,synthetic_adversarial,domain_shift_chemistry,ood_adversarial,149,electron orbitals and hybridization,1,domain_shift_chemistry,middle,middle
