question,choices,solution,lecture,full_text,text_question,text_solution,text_lecture,education_level,grade,subject,topic,category
"Complete the sentence.
A dinosaur bone turning into rock over millions of years is a ().",['chemical change' 'physical change'],"A dinosaur bone turning into rock is a chemical change. The matter that made up the bone when it was alive begins to break down. Over a long time, a different type of matter starts forming inside small gaps in the bone. The matter is made of minerals from the earth.","Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form new molecules. The types of molecules in matter before and after a chemical change are always different.
Burning a piece of paper is a chemical change. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then relink and form different molecules. For example, carbon dioxide molecules are created when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. For example, water vaporizing is a physical change. Liquid water and water vapor are made of the same type of matter: water.","Complete the sentence.
A dinosaur bone turning into rock over millions of years is a (). chemical change physical change A dinosaur bone turning into rock is a chemical change. The matter that made up the bone when it was alive begins to break down. Over a long time, a different type of matter starts forming inside small gaps in the bone. The matter is made of minerals from the earth. Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form new molecules. The types of molecules in matter before and after a chemical change are always different.
Burning a piece of paper is a chemical change. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then relink and form different molecules. For example, carbon dioxide molecules are created when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. For example, water vaporizing is a physical change. Liquid water and water vapor are made of the same type of matter: water.","Complete the sentence.
A dinosaur bone turning into rock over millions of years is a ().","A dinosaur bone turning into rock is a chemical change. The matter that made up the bone when it was alive begins to break down. Over a long time, a different type of matter starts forming inside small gaps in the bone. The matter is made of minerals from the earth.","Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form new molecules. The types of molecules in matter before and after a chemical change are always different.
Burning a piece of paper is a chemical change. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then relink and form different molecules. For example, carbon dioxide molecules are created when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. For example, water vaporizing is a physical change. Liquid water and water vapor are made of the same type of matter: water.",elementary,grade5,natural science,chemistry,Physical and chemical change
Select the one substance that is not a mineral.,"['Native copper is not made by living things. It is a pure substance.'
 'Baryte is a pure substance. It is not made by living things.'
 'Chocolate is not a pure substance. It is a solid.']","Compare the properties of each substance to the properties of minerals. Select the substance whose properties do not match those of minerals.
Native copper is a mineral.
Baryte is a mineral.
Chocolate is not a pure substance. But all minerals are pure substances.
So, chocolate is not a mineral.","Minerals are the building blocks of rocks. A rock can be made of one or more minerals.
Minerals and rocks have the following properties:
Property | Mineral | Rock
It is a solid. | Yes | Yes
It is formed in nature. | Yes | Yes
It is not made by organisms. | Yes | Yes
It is a pure substance. | Yes | No
It has a fixed crystal structure. | Yes | No
You can use these properties to tell whether a substance is a mineral, a rock, or neither.
Look closely at the last three properties:
Minerals and rocks are not made by organisms.
Organisms make their own body parts. For example, snails and clams make their shells. Because they are made by organisms, body parts cannot be  minerals or rocks.
Humans are organisms too. So, substances that humans make by hand or in factories are not minerals or rocks.
A mineral is a pure substance, but a rock is not.
A pure substance is made of only one type of matter.  Minerals are pure substances, but rocks are not. Instead, all rocks are mixtures.
A mineral has a fixed crystal structure, but a rock does not.
The crystal structure of a substance tells you how the atoms or molecules in the substance are arranged. Different types of minerals have different crystal structures, but all minerals have a fixed crystal structure. This means that the atoms and molecules in different pieces of the same type of mineral are always arranged the same way.
However, rocks do not have a fixed crystal structure. So, the arrangement of atoms or molecules in different pieces of the same type of rock may be different!","Select the one substance that is not a mineral. Native copper is not made by living things. It is a pure substance. Baryte is a pure substance. It is not made by living things. Chocolate is not a pure substance. It is a solid. Compare the properties of each substance to the properties of minerals. Select the substance whose properties do not match those of minerals.
Native copper is a mineral.
Baryte is a mineral.
Chocolate is not a pure substance. But all minerals are pure substances.
So, chocolate is not a mineral. Minerals are the building blocks of rocks. A rock can be made of one or more minerals.
Minerals and rocks have the following properties:
Property | Mineral | Rock
It is a solid. | Yes | Yes
It is formed in nature. | Yes | Yes
It is not made by organisms. | Yes | Yes
It is a pure substance. | Yes | No
It has a fixed crystal structure. | Yes | No
You can use these properties to tell whether a substance is a mineral, a rock, or neither.
Look closely at the last three properties:
Minerals and rocks are not made by organisms.
Organisms make their own body parts. For example, snails and clams make their shells. Because they are made by organisms, body parts cannot be  minerals or rocks.
Humans are organisms too. So, substances that humans make by hand or in factories are not minerals or rocks.
A mineral is a pure substance, but a rock is not.
A pure substance is made of only one type of matter.  Minerals are pure substances, but rocks are not. Instead, all rocks are mixtures.
A mineral has a fixed crystal structure, but a rock does not.
The crystal structure of a substance tells you how the atoms or molecules in the substance are arranged. Different types of minerals have different crystal structures, but all minerals have a fixed crystal structure. This means that the atoms and molecules in different pieces of the same type of mineral are always arranged the same way.
However, rocks do not have a fixed crystal structure. So, the arrangement of atoms or molecules in different pieces of the same type of rock may be different!",Select the one substance that is not a mineral.,"Compare the properties of each substance to the properties of minerals. Select the substance whose properties do not match those of minerals.
Native copper is a mineral.
Baryte is a mineral.
Chocolate is not a pure substance. But all minerals are pure substances.
So, chocolate is not a mineral.","Minerals are the building blocks of rocks. A rock can be made of one or more minerals.
Minerals and rocks have the following properties:
Property | Mineral | Rock
It is a solid. | Yes | Yes
It is formed in nature. | Yes | Yes
It is not made by organisms. | Yes | Yes
It is a pure substance. | Yes | No
It has a fixed crystal structure. | Yes | No
You can use these properties to tell whether a substance is a mineral, a rock, or neither.
Look closely at the last three properties:
Minerals and rocks are not made by organisms.
Organisms make their own body parts. For example, snails and clams make their shells. Because they are made by organisms, body parts cannot be  minerals or rocks.
Humans are organisms too. So, substances that humans make by hand or in factories are not minerals or rocks.
A mineral is a pure substance, but a rock is not.
A pure substance is made of only one type of matter.  Minerals are pure substances, but rocks are not. Instead, all rocks are mixtures.
A mineral has a fixed crystal structure, but a rock does not.
The crystal structure of a substance tells you how the atoms or molecules in the substance are arranged. Different types of minerals have different crystal structures, but all minerals have a fixed crystal structure. This means that the atoms and molecules in different pieces of the same type of mineral are always arranged the same way.
However, rocks do not have a fixed crystal structure. So, the arrangement of atoms or molecules in different pieces of the same type of rock may be different!",elementary,grade4,natural science,earth-science,Rocks and minerals
"Which word would you find on a dictionary page with the following guide words?
after - another",['always' 'accept'],"Put the words in alphabetical order.
Since always is between the guide words after - another, it would be found on that page.","Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.","Which word would you find on a dictionary page with the following guide words?
after - another always accept Put the words in alphabetical order.
Since always is between the guide words after - another, it would be found on that page. Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.","Which word would you find on a dictionary page with the following guide words?
after - another","Put the words in alphabetical order.
Since always is between the guide words after - another, it would be found on that page.","Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.",elementary,grade2,language science,reference-skills,Reference skills
What information supports the conclusion that Roy acquired this trait?,"['Roy knits sweaters using cotton, wool, and other types of yarn.'
 'Roy learned how to knit in an after school program.']",,"Organisms, including people, have both inherited and acquired traits. Inherited and acquired traits are gained in different ways.
Inherited traits are passed down from biological parents to their offspring through genes. Genes are pieces of hereditary material that contain the instructions that affect inherited traits. Offspring receive their genes, and therefore gain their inherited traits, from their biological parents. Inherited traits do not need to be learned.
Acquired traits are gained during a person's life. Some acquired traits, such as riding a bicycle, are gained by learning. Other acquired traits, such as scars, are caused by the environment. Parents do not pass acquired traits down to their offspring.","What information supports the conclusion that Roy acquired this trait? Roy knits sweaters using cotton, wool, and other types of yarn. Roy learned how to knit in an after school program. Organisms, including people, have both inherited and acquired traits. Inherited and acquired traits are gained in different ways.
Inherited traits are passed down from biological parents to their offspring through genes. Genes are pieces of hereditary material that contain the instructions that affect inherited traits. Offspring receive their genes, and therefore gain their inherited traits, from their biological parents. Inherited traits do not need to be learned.
Acquired traits are gained during a person's life. Some acquired traits, such as riding a bicycle, are gained by learning. Other acquired traits, such as scars, are caused by the environment. Parents do not pass acquired traits down to their offspring.",What information supports the conclusion that Roy acquired this trait?,,"Organisms, including people, have both inherited and acquired traits. Inherited and acquired traits are gained in different ways.
Inherited traits are passed down from biological parents to their offspring through genes. Genes are pieces of hereditary material that contain the instructions that affect inherited traits. Offspring receive their genes, and therefore gain their inherited traits, from their biological parents. Inherited traits do not need to be learned.
Acquired traits are gained during a person's life. Some acquired traits, such as riding a bicycle, are gained by learning. Other acquired traits, such as scars, are caused by the environment. Parents do not pass acquired traits down to their offspring.",middle,grade6,natural science,biology,Genes to traits
Which is a run-on sentence?,"['The little boy popped a big bubble.'
 'The cardboard box gets wet it falls apart.']",The cardboard box gets wet it falls apart is a run-on sentence. It has two sentences that are joined without end punctuation: The cardboard box gets wet and It falls apart.,"A sentence is a group of words that forms a complete thought. It has both a subject and a verb.
My friends walk along the path.
A run-on sentence is made up of two sentences that are joined without end punctuation or with just a comma.
I knocked on the door it opened.
It started raining, we ran inside.
To fix a run-on sentence, separate it into two sentences. Add end punctuation after the first sentence, and capitalize the second sentence.
I knocked on the door. It opened.
It started raining. We ran inside.
You can also fix a run-on sentence by rewriting it as a compound sentence. A compound sentence is two sentences joined by a comma and a conjunction such as and, but, or, or so.
I knocked on the door, and it opened.
It started raining, so we ran inside.","Which is a run-on sentence? The little boy popped a big bubble. The cardboard box gets wet it falls apart. The cardboard box gets wet it falls apart is a run-on sentence. It has two sentences that are joined without end punctuation: The cardboard box gets wet and It falls apart. A sentence is a group of words that forms a complete thought. It has both a subject and a verb.
My friends walk along the path.
A run-on sentence is made up of two sentences that are joined without end punctuation or with just a comma.
I knocked on the door it opened.
It started raining, we ran inside.
To fix a run-on sentence, separate it into two sentences. Add end punctuation after the first sentence, and capitalize the second sentence.
I knocked on the door. It opened.
It started raining. We ran inside.
You can also fix a run-on sentence by rewriting it as a compound sentence. A compound sentence is two sentences joined by a comma and a conjunction such as and, but, or, or so.
I knocked on the door, and it opened.
It started raining, so we ran inside.",Which is a run-on sentence?,The cardboard box gets wet it falls apart is a run-on sentence. It has two sentences that are joined without end punctuation: The cardboard box gets wet and It falls apart.,"A sentence is a group of words that forms a complete thought. It has both a subject and a verb.
My friends walk along the path.
A run-on sentence is made up of two sentences that are joined without end punctuation or with just a comma.
I knocked on the door it opened.
It started raining, we ran inside.
To fix a run-on sentence, separate it into two sentences. Add end punctuation after the first sentence, and capitalize the second sentence.
I knocked on the door. It opened.
It started raining. We ran inside.
You can also fix a run-on sentence by rewriting it as a compound sentence. A compound sentence is two sentences joined by a comma and a conjunction such as and, but, or, or so.
I knocked on the door, and it opened.
It started raining, so we ran inside.",elementary,grade3,language science,writing-strategies,"Sentences, fragments, and run-ons"
"What is the source of the allusion in the sentence below?
""Bryan's personality is very Jekyll and Hyde,"" Marie told her brother.",['literature' 'a song'],"The source of the allusion Jekyll and Hyde is literature.
Robert Louis Stevenson's popular Victorian novella Dr. Jekyll and Mr. Hyde tells the story of a man with two distinct personalities. Known to the world as a kind and highly respected doctor, at night he transforms into a monstrous person.
The allusion Jekyll and Hyde means kind then cruel.","An allusion is a brief mention of something or someone well known, often from mythology, history, or literature. An allusion lets you reference ideas from an entire story in just a few words.
""I'd better get home before I turn into a pumpkin!"" Lila remarked.
Here, Lila alludes to the fairy tale ""Cinderella,"" in which Cinderella must leave the ball before the coach that brought her transforms into a pumpkin. The allusion shows that Lila must depart immediately.","What is the source of the allusion in the sentence below?
""Bryan's personality is very Jekyll and Hyde,"" Marie told her brother. literature a song The source of the allusion Jekyll and Hyde is literature.
Robert Louis Stevenson's popular Victorian novella Dr. Jekyll and Mr. Hyde tells the story of a man with two distinct personalities. Known to the world as a kind and highly respected doctor, at night he transforms into a monstrous person.
The allusion Jekyll and Hyde means kind then cruel. An allusion is a brief mention of something or someone well known, often from mythology, history, or literature. An allusion lets you reference ideas from an entire story in just a few words.
""I'd better get home before I turn into a pumpkin!"" Lila remarked.
Here, Lila alludes to the fairy tale ""Cinderella,"" in which Cinderella must leave the ball before the coach that brought her transforms into a pumpkin. The allusion shows that Lila must depart immediately.","What is the source of the allusion in the sentence below?
""Bryan's personality is very Jekyll and Hyde,"" Marie told her brother.","The source of the allusion Jekyll and Hyde is literature.
Robert Louis Stevenson's popular Victorian novella Dr. Jekyll and Mr. Hyde tells the story of a man with two distinct personalities. Known to the world as a kind and highly respected doctor, at night he transforms into a monstrous person.
The allusion Jekyll and Hyde means kind then cruel.","An allusion is a brief mention of something or someone well known, often from mythology, history, or literature. An allusion lets you reference ideas from an entire story in just a few words.
""I'd better get home before I turn into a pumpkin!"" Lila remarked.
Here, Lila alludes to the fairy tale ""Cinderella,"" in which Cinderella must leave the ball before the coach that brought her transforms into a pumpkin. The allusion shows that Lila must depart immediately.",middle,grade8,language science,figurative-language,Literary devices
Select the invertebrate.,['green sea turtle' 'sparrow' 'koala' 'locust'],"A green sea turtle is a reptile. Like other reptiles, a green sea turtle is a vertebrate. It has a backbone.
A sparrow is a bird. Like other birds, a sparrow is a vertebrate. It has a backbone.
A locust is an insect. Like other insects, a locust is an invertebrate. It does not have a backbone. It has an exoskeleton.
A koala is a mammal. Like other mammals, a koala is a vertebrate. It has a backbone.","Vertebrates and invertebrates are both groups of animals.
A vertebrate has a backbone. The backbone is made of many bones in an animal's back. A vertebrate's backbone helps connect the different parts of its body. In the drawings below, each vertebrate's backbone is colored orange.
An invertebrate does not have a backbone. In fact, invertebrates do not have any bones! Some invertebrates have an outer cover on their body called an exoskeleton. Other invertebrates have a soft body.","Select the invertebrate. green sea turtle sparrow koala locust A green sea turtle is a reptile. Like other reptiles, a green sea turtle is a vertebrate. It has a backbone.
A sparrow is a bird. Like other birds, a sparrow is a vertebrate. It has a backbone.
A locust is an insect. Like other insects, a locust is an invertebrate. It does not have a backbone. It has an exoskeleton.
A koala is a mammal. Like other mammals, a koala is a vertebrate. It has a backbone. Vertebrates and invertebrates are both groups of animals.
A vertebrate has a backbone. The backbone is made of many bones in an animal's back. A vertebrate's backbone helps connect the different parts of its body. In the drawings below, each vertebrate's backbone is colored orange.
An invertebrate does not have a backbone. In fact, invertebrates do not have any bones! Some invertebrates have an outer cover on their body called an exoskeleton. Other invertebrates have a soft body.",Select the invertebrate.,"A green sea turtle is a reptile. Like other reptiles, a green sea turtle is a vertebrate. It has a backbone.
A sparrow is a bird. Like other birds, a sparrow is a vertebrate. It has a backbone.
A locust is an insect. Like other insects, a locust is an invertebrate. It does not have a backbone. It has an exoskeleton.
A koala is a mammal. Like other mammals, a koala is a vertebrate. It has a backbone.","Vertebrates and invertebrates are both groups of animals.
A vertebrate has a backbone. The backbone is made of many bones in an animal's back. A vertebrate's backbone helps connect the different parts of its body. In the drawings below, each vertebrate's backbone is colored orange.
An invertebrate does not have a backbone. In fact, invertebrates do not have any bones! Some invertebrates have an outer cover on their body called an exoskeleton. Other invertebrates have a soft body.",elementary,grade5,natural science,biology,Classification
Is a pair of shoes a good or a service?,['a good' 'a service'],"To decide whether a pair of shoes is a good or a service, ask these questions:
Is a pair of shoes something you can touch? Yes.
Is a pair of shoes a job you might pay someone else to do? No.
So, a pair of shoes is a good.","Everything you can buy is either a good or a service.
A good is something you can touch or hold in your hands. For example, a hammer is a good.
A service is a job you pay someone else to do. For example, cooking food in a restaurant is a service.","Is a pair of shoes a good or a service? a good a service To decide whether a pair of shoes is a good or a service, ask these questions:
Is a pair of shoes something you can touch? Yes.
Is a pair of shoes a job you might pay someone else to do? No.
So, a pair of shoes is a good. Everything you can buy is either a good or a service.
A good is something you can touch or hold in your hands. For example, a hammer is a good.
A service is a job you pay someone else to do. For example, cooking food in a restaurant is a service.",Is a pair of shoes a good or a service?,"To decide whether a pair of shoes is a good or a service, ask these questions:
Is a pair of shoes something you can touch? Yes.
Is a pair of shoes a job you might pay someone else to do? No.
So, a pair of shoes is a good.","Everything you can buy is either a good or a service.
A good is something you can touch or hold in your hands. For example, a hammer is a good.
A service is a job you pay someone else to do. For example, cooking food in a restaurant is a service.",elementary,grade2,social science,economics,Economics
"Based on this information, what is Winnee's phenotype for the wool color trait?",['white wool' 'black wool'],"Winnee's genotype for the wool color gene is ll. Winnee's genotype of ll has only l alleles. The l allele is for black wool. So, Winnee's phenotype for the wool color trait must be black wool.
To check this answer, consider whether Winnee's alleles are dominant or recessive. The allele for black wool (l) is recessive to the allele for white wool (L). This means L is a dominant allele, and l is a recessive allele.
Winnee's genotype of ll has only recessive alleles. An organism with only recessive alleles for a gene will have the recessive allele's version of the trait. So, Winnee's phenotype for the wool color trait must be black wool.","All organisms have pieces of hereditary material called genes, which are passed from parents to offspring. Genes contain instructions for building the parts of an organism. An organism's genes affect its observable traits, including its appearance, its behavior, and which diseases it may have. Genes may have different alleles, or forms, that can cause different versions of a trait.
For example, flower color is a trait in pea plants. The gene for this trait has two possible alleles. Each allele is represented by an uppercase or lowercase letter. The allele F is for purple flowers, and the allele f is for white flowers. Each pea plant has two alleles for the flower color gene—one allele inherited from each parent.
An organism's genotype for a gene is its combination of alleles for that gene. So, a pea plant may have a genotype of FF, Ff, or ff for the flower color gene.
An organism's phenotype for a trait is its observable version of that trait, which depends on the organism's combination of alleles. A pea plant may have a phenotype of purple flowers or white flowers for the flower color trait.
Some traits, like flower color in pea plants, are controlled by a single gene. Most plants and animals have a genotype made up of two alleles for these traits. These two alleles determine whether an organism is homozygous or heterozygous for the gene.
An organism with two identical alleles for a gene is homozygous for that gene. A pea plant with the genotype FF or ff is homozygous for the flower color gene.
An organism with two different alleles for a gene is heterozygous for that gene. A pea plant with the genotype Ff is heterozygous for the flower color gene.
The types of alleles in an organism's genotype determine the organism's phenotype. Some alleles have types called dominant and recessive. These two types can cause different versions of a trait to appear as the organism's phenotype.
A dominant allele causes its version of the trait to appear even when the organism also has a recessive allele for the gene. In pea plants, the F allele, which causes purple flowers, is dominant over the f allele. A pea plant with at least one F allele will have the F allele's version of the flower color trait. So, a plant with the genotype FF or Ff will have purple flowers.
A recessive allele causes its version of the trait to appear only when the organism does not have any dominant alleles for the gene. In pea plants, the f allele, which causes white flowers, is recessive to the F allele. A pea plant with only f alleles will have the f allele's version of the flower color trait. So, a plant with the genotype ff will have white flowers.","Based on this information, what is Winnee's phenotype for the wool color trait? white wool black wool Winnee's genotype for the wool color gene is ll. Winnee's genotype of ll has only l alleles. The l allele is for black wool. So, Winnee's phenotype for the wool color trait must be black wool.
To check this answer, consider whether Winnee's alleles are dominant or recessive. The allele for black wool (l) is recessive to the allele for white wool (L). This means L is a dominant allele, and l is a recessive allele.
Winnee's genotype of ll has only recessive alleles. An organism with only recessive alleles for a gene will have the recessive allele's version of the trait. So, Winnee's phenotype for the wool color trait must be black wool. All organisms have pieces of hereditary material called genes, which are passed from parents to offspring. Genes contain instructions for building the parts of an organism. An organism's genes affect its observable traits, including its appearance, its behavior, and which diseases it may have. Genes may have different alleles, or forms, that can cause different versions of a trait.
For example, flower color is a trait in pea plants. The gene for this trait has two possible alleles. Each allele is represented by an uppercase or lowercase letter. The allele F is for purple flowers, and the allele f is for white flowers. Each pea plant has two alleles for the flower color gene—one allele inherited from each parent.
An organism's genotype for a gene is its combination of alleles for that gene. So, a pea plant may have a genotype of FF, Ff, or ff for the flower color gene.
An organism's phenotype for a trait is its observable version of that trait, which depends on the organism's combination of alleles. A pea plant may have a phenotype of purple flowers or white flowers for the flower color trait.
Some traits, like flower color in pea plants, are controlled by a single gene. Most plants and animals have a genotype made up of two alleles for these traits. These two alleles determine whether an organism is homozygous or heterozygous for the gene.
An organism with two identical alleles for a gene is homozygous for that gene. A pea plant with the genotype FF or ff is homozygous for the flower color gene.
An organism with two different alleles for a gene is heterozygous for that gene. A pea plant with the genotype Ff is heterozygous for the flower color gene.
The types of alleles in an organism's genotype determine the organism's phenotype. Some alleles have types called dominant and recessive. These two types can cause different versions of a trait to appear as the organism's phenotype.
A dominant allele causes its version of the trait to appear even when the organism also has a recessive allele for the gene. In pea plants, the F allele, which causes purple flowers, is dominant over the f allele. A pea plant with at least one F allele will have the F allele's version of the flower color trait. So, a plant with the genotype FF or Ff will have purple flowers.
A recessive allele causes its version of the trait to appear only when the organism does not have any dominant alleles for the gene. In pea plants, the f allele, which causes white flowers, is recessive to the F allele. A pea plant with only f alleles will have the f allele's version of the flower color trait. So, a plant with the genotype ff will have white flowers.","Based on this information, what is Winnee's phenotype for the wool color trait?","Winnee's genotype for the wool color gene is ll. Winnee's genotype of ll has only l alleles. The l allele is for black wool. So, Winnee's phenotype for the wool color trait must be black wool.
To check this answer, consider whether Winnee's alleles are dominant or recessive. The allele for black wool (l) is recessive to the allele for white wool (L). This means L is a dominant allele, and l is a recessive allele.
Winnee's genotype of ll has only recessive alleles. An organism with only recessive alleles for a gene will have the recessive allele's version of the trait. So, Winnee's phenotype for the wool color trait must be black wool.","All organisms have pieces of hereditary material called genes, which are passed from parents to offspring. Genes contain instructions for building the parts of an organism. An organism's genes affect its observable traits, including its appearance, its behavior, and which diseases it may have. Genes may have different alleles, or forms, that can cause different versions of a trait.
For example, flower color is a trait in pea plants. The gene for this trait has two possible alleles. Each allele is represented by an uppercase or lowercase letter. The allele F is for purple flowers, and the allele f is for white flowers. Each pea plant has two alleles for the flower color gene—one allele inherited from each parent.
An organism's genotype for a gene is its combination of alleles for that gene. So, a pea plant may have a genotype of FF, Ff, or ff for the flower color gene.
An organism's phenotype for a trait is its observable version of that trait, which depends on the organism's combination of alleles. A pea plant may have a phenotype of purple flowers or white flowers for the flower color trait.
Some traits, like flower color in pea plants, are controlled by a single gene. Most plants and animals have a genotype made up of two alleles for these traits. These two alleles determine whether an organism is homozygous or heterozygous for the gene.
An organism with two identical alleles for a gene is homozygous for that gene. A pea plant with the genotype FF or ff is homozygous for the flower color gene.
An organism with two different alleles for a gene is heterozygous for that gene. A pea plant with the genotype Ff is heterozygous for the flower color gene.
The types of alleles in an organism's genotype determine the organism's phenotype. Some alleles have types called dominant and recessive. These two types can cause different versions of a trait to appear as the organism's phenotype.
A dominant allele causes its version of the trait to appear even when the organism also has a recessive allele for the gene. In pea plants, the F allele, which causes purple flowers, is dominant over the f allele. A pea plant with at least one F allele will have the F allele's version of the flower color trait. So, a plant with the genotype FF or Ff will have purple flowers.
A recessive allele causes its version of the trait to appear only when the organism does not have any dominant alleles for the gene. In pea plants, the f allele, which causes white flowers, is recessive to the F allele. A pea plant with only f alleles will have the f allele's version of the flower color trait. So, a plant with the genotype ff will have white flowers.",middle,grade7,natural science,biology,Genes to traits
"What do these two changes have in common?
butter melting on a hot day
peeling a banana","['Both are only physical changes.' 'Both are chemical changes.'
 'Both are caused by cooling.' 'Both are caused by heating.']","Step 1: Think about each change.
Butter melting on a hot day is a change of state. So, it is a physical change. The butter changes from solid to liquid, but it is still made of the same type of matter.
Peeling a banana is a physical change. The peel is not covering the rest of the fruit anymore. But both the peel and the banana are still made of the same type of matter as before.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Butter melting on a hot day is caused by heating. But peeling a banana is not.
Both are caused by cooling.
Neither change is caused by cooling.","Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","What do these two changes have in common?
butter melting on a hot day
peeling a banana Both are only physical changes. Both are chemical changes. Both are caused by cooling. Both are caused by heating. Step 1: Think about each change.
Butter melting on a hot day is a change of state. So, it is a physical change. The butter changes from solid to liquid, but it is still made of the same type of matter.
Peeling a banana is a physical change. The peel is not covering the rest of the fruit anymore. But both the peel and the banana are still made of the same type of matter as before.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Butter melting on a hot day is caused by heating. But peeling a banana is not.
Both are caused by cooling.
Neither change is caused by cooling. Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","What do these two changes have in common?
butter melting on a hot day
peeling a banana","Step 1: Think about each change.
Butter melting on a hot day is a change of state. So, it is a physical change. The butter changes from solid to liquid, but it is still made of the same type of matter.
Peeling a banana is a physical change. The peel is not covering the rest of the fruit anymore. But both the peel and the banana are still made of the same type of matter as before.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Butter melting on a hot day is caused by heating. But peeling a banana is not.
Both are caused by cooling.
Neither change is caused by cooling.","Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.",elementary,grade3,natural science,chemistry,Physical and chemical change
